Index,Time,T1,T2,P1,P2
0,2.6226043701171875e-06,26.923245132919355,26.66263293332111,-5.814326499150035,-0.04334957378621107
1,0.19985342025756836,26.923245132919355,26.66263293332111,-5.798792240939099,-0.0355824446807429
2,0.399869441986084,26.923245132919355,26.66263293332111,-5.620148271513303,-0.051116702891679244
3,0.5998728275299072,26.923245132919355,26.66263293332111,-5.767723724517227,-0.0355824446807429
4,0.7999365329742432,26.923245132919355,26.66263293332111,-8.268739296478394,-0.0355824446807429
5,0.9998915195465088,26.923245132919355,26.66263293332111,-5.767723724517227,-0.04334957378621107
6,1.1999034881591797,26.92130418036987,26.657721306517523,-5.83762788646644,-0.04334957378621107
7,1.3999137878417969,26.92130418036987,26.657721306517523,-5.798792240939099,-0.0355824446807429
8,1.5998919010162354,26.92130418036987,26.657721306517523,-5.8997649193101855,-0.04334957378621107
9,1.7998924255371094,26.92130418036987,26.657721306517523,-8.253205038267458,-0.04334957378621107
10,1.9999079704284668,26.92130418036987,26.657721306517523,-5.798792240939099,-0.0355824446807429
11,2.199913501739502,26.92130418036987,26.657721306517523,-5.83762788646644,-0.0355824446807429
12,2.3999085426330566,26.92130418036987,26.657721306517523,-8.152232359896344,-0.0355824446807429
13,2.5999186038970947,26.923805311861287,26.663578522966155,-5.783257982728163,-0.0355824446807429
14,2.799893856048584,26.923805311861287,26.663578522966155,-5.845395015571908,-0.04334957378621107
15,2.999887466430664,26.923805311861287,26.663578522966155,-5.860929273782844,-0.0355824446807429
16,3.2000348567962646,26.923805311861287,26.663578522966155,-8.183300876318217,-0.0355824446807429
17,3.3999056816101074,26.923805311861287,26.663578522966155,-5.884230661099249,-0.05888383199714742
18,3.5998964309692383,26.923805311861287,26.663578522966155,-5.814326499150035,-0.04334957378621107
19,3.799891233444214,26.916879502720352,26.666376774780893,-5.884230661099249,-0.0355824446807429
20,3.999887466430664,26.916879502720352,26.666376774780893,-5.814326499150035,-0.04334957378621107
21,4.19991397857666,26.916879502720352,26.666376774780893,-5.767723724517227,-0.0355824446807429
22,4.3998963832855225,26.916879502720352,26.666376774780893,-5.9541348230484905,-0.04334957378621107
23,4.599897146224976,26.916879502720352,26.666376774780893,-5.9075320484156535,-0.04334957378621107
24,4.799896717071533,26.916879502720352,26.666376774780893,-5.946367693943023,-0.04334957378621107
25,4.9998955726623535,26.91130287269619,26.66476565383767,-5.853162144677376,-0.027815315575274724
26,5.19991135597229,26.91130287269619,26.66476565383767,-5.915299177521121,-0.027815315575274724
27,5.3999388217926025,26.91130287269619,26.66476565383767,-5.9075320484156535,-0.04334957378621107
28,5.599908113479614,26.91130287269619,26.66476565383767,-5.8997649193101855,-0.0355824446807429
29,5.7999114990234375,26.91130287269619,26.66476565383767,-5.783257982728163,-0.04334957378621107
30,5.9999306201934814,26.91130287269619,26.66476565383767,-8.167766618107281,-0.04334957378621107
31,6.199886798858643,26.911961742977546,26.658908360147258,-5.713353820778922,-0.0355824446807429
32,6.399865388870239,26.911961742977546,26.658908360147258,-5.798792240939099,-0.04334957378621107
33,6.599880695343018,26.911961742977546,26.658908360147258,-5.876463531993781,-0.027815315575274724
34,6.799961805343628,26.911961742977546,26.658908360147258,-5.736655208095326,-0.05888383199714742
35,7.000003337860107,26.911961742977546,26.658908360147258,-5.72112094988439,-0.027815315575274724
36,7.199887037277222,26.911961742977546,26.658908360147258,-5.860929273782844,-0.0355824446807429
37,7.39988112449646,26.90480264443722,26.65992618594053,-5.876463531993781,-0.04334957378621107
38,7.599876165390015,26.90480264443722,26.65992618594053,-5.884230661099249,-0.027815315575274724
39,7.799884080886841,26.90480264443722,26.65992618594053,-5.891997790204718,-0.04334957378621107
40,7.999881982803345,26.90480264443722,26.65992618594053,-5.845395015571908,-0.04334957378621107
41,8.199949264526367,26.90480264443722,26.65992618594053,-5.853162144677376,-0.04334957378621107
42,8.399887084960938,26.90480264443722,26.65992618594053,-5.8065593700445675,-0.04334957378621107
43,8.599886417388916,26.89949399543605,26.65155142803433,-5.876463531993781,-0.0355824446807429
44,8.799958229064941,26.89949399543605,26.65155142803433,-5.884230661099249,-0.051116702891679244
45,8.999879837036133,26.89949399543605,26.65155142803433,-8.222136521845558,-0.04334957378621107
46,9.199888229370117,26.89949399543605,26.65155142803433,-5.9541348230484905,-0.051116702891679244
47,9.399876117706299,26.89949399543605,26.65155142803433,-5.884230661099249,-0.04334957378621107
48,9.599897861480713,26.89949399543605,26.65155142803433,-5.829860757360972,-0.04334957378621107
49,9.800008535385132,26.89949399543605,26.65155142803433,-5.783257982728163,-0.0355824446807429
50,9.999878168106079,26.897255986409764,26.651274824393234,-5.915299177521121,-0.051116702891679244
51,10.19988203048706,26.897255986409764,26.651274824393234,-5.853162144677376,-0.051116702891679244
52,10.399879932403564,26.897255986409764,26.651274824393234,-5.860929273782844,-0.04334957378621107
53,10.599889039993286,26.897255986409764,26.651274824393234,-5.8997649193101855,-0.04334957378621107
54,10.799884796142578,26.897255986409764,26.651274824393234,-5.845395015571908,-0.0355824446807429
